Statistical profiling result from isolate-0x55934cebc000-29050-v8.log, (164934 ticks, 31979 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     37    0.0%    0.0%  JS: *processPromiseRejections node:internal/process/promises:439:34
     37    0.0%    0.0%  JS: *parse /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/commands.js:467:10
     37    0.0%    0.0%  JS: *get session /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/operation.js:44:16
     37    0.0%    0.0%  JS: *Query.then /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4565:32
     37    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2663:54
     37    0.0%    0.0%  Builtin: KeyedLoadICTrampoline
     37    0.0%    0.0%  Builtin: GeneratorPrototypeNext
     37    0.0%    0.0%  Builtin: AsyncGeneratorAwaitCaught
     36    0.0%    0.0%  JS: *execute /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find_and_modify.js:64:18
     36    0.0%    0.0%  JS: *addChunk node:internal/streams/readable:550:18
     36    0.0%    0.0%  JS: *_addListener node:events:547:22
     36    0.0%    0.0%  JS: *NumberUtils.getFloat64LE /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:509:11
     36    0.0%    0.0%  Builtin: AsyncGeneratorReturn
     35    0.0%    0.0%  JS: *select /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:1085:41
     35    0.0%    0.0%  JS: *isSelected /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:2472:52
     35    0.0%    0.0%  JS: *Binary /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:591:16
     35    0.0%    0.0%  Builtin: JSRunMicrotasksEntry
     34    0.0%    0.0%  JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/model/discriminator.js:138:20
     34    0.0%    0.0%  JS: *removeListener node:events:681:28
     34    0.0%    0.0%  JS: *initAsyncResource node:internal/timers:164:27
     34    0.0%    0.0%  JS: *incRefCount node:internal/timers:315:21
     34    0.0%    0.0%  JS: *get node:internal/streams/duplex:162:8
     33    0.0%    0.0%  JS: *getEncodingOps node:buffer:720:24
     33    0.0%    0.0%  JS: *castUpdateVal /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/query/castUpdate.js:538:23
     32    0.0%    0.0%  JS: *simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
     32    0.0%    0.0%  JS: *onwrite node:internal/streams/writable:615:17
     32    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:29:79
     32    0.0%    0.0%  Builtin: PromiseResolve
     31    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:11:76
     31    0.0%    0.0%  Builtin: ArrayPrototypeSplice
     30    0.0%    0.0%  JS: *toLocalBufferType /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:230:22
     30    0.0%    0.0%  JS: *push node:internal/fixed_queue:100:7
     30    0.0%    0.0%  JS: *get cursor /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:164:15
     30    0.0%    0.0%  JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
     30    0.0%    0.0%  JS: *Readable.push node:internal/streams/readable:387:35
     30    0.0%    0.0%  Builtin: CallBoundFunction
     29    0.0%    0.0%  JS: *next /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_data.js:35:13
     29    0.0%    0.0%  JS: *get _bsontype /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:588:18
     29    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/kareem/index.js:50:29
     29    0.0%    0.0%  Builtin: KeyedStoreIC
     28    0.0%    0.0%  JS: *resume_ node:internal/streams/readable:1254:17
     28    0.0%    0.0%  JS: *Readable.resume node:internal/streams/readable:1227:37
     28    0.0%    0.0%  Builtin: ObjectToString
     28    0.0%    0.0%  Builtin: JSEntry
     28    0.0%    0.0%  Builtin: CallWithArrayLike
     28    0.0%    0.0%  Builtin: AsyncFunctionEnter
     28    0.0%    0.0%  Builtin: ArrayIndexOf
     27    0.0%    0.0%  JS: *read file:///home/adrian/Brokeify/server/db/controllers/DistributionController.js:84:15
     27    0.0%    0.0%  JS: *module.exports /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/updateValidators.js:24:26
     27    0.0%    0.0%  JS: *get serverSelectionTimeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:255:31
     27    0.0%    0.0%  JS: *get connectionCheckoutTimeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:260:34
     27    0.0%    0.0%  Builtin: RecordWriteIgnoreFP
     27    0.0%    0.0%  Builtin: NewRestArgumentsElements
     26    0.0%    0.0%  RegExp: \$\[[^\]]+\]
     26    0.0%    0.0%  JS: *getValueLookup /home/adrian/Brokeify/server/node_modules/mongoose/lib/utils.js:633:24
     26    0.0%    0.0%  JS: *get isMongoClient /home/adrian/Brokeify/server/node_modules/mongodb/lib/mongo_client.js:81:30
     26    0.0%    0.0%  JS: *executor /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:39:28
     26    0.0%    0.0%  Builtin: ToBooleanForBaselineJump
     26    0.0%    0.0%  Builtin: AsyncGeneratorAwaitResolveClosure
     25    0.0%    0.0%  JS: *performRothConversion file:///home/adrian/Brokeify/server/computation/simulator.js:234:37
     25    0.0%    0.0%  JS: *getBigInt64LE /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:486:18
     25    0.0%    0.0%  Builtin: InstanceOf
     24    0.0%    0.0%  JS: *processDiscretionaryExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:477:44
     24    0.0%    0.0%  JS: *eventHandler /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_data.js:79:26
     24    0.0%    0.0%  JS: *Subdocument.markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:165:46
     24    0.0%    0.0%  JS: *SchemaNumber.castForQuery /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/number.js:424:47
     24    0.0%    0.0%  Builtin: BigIntShiftLeftNoThrow
     24    0.0%    0.0%  Builtin: ArrayPrototypePush
     23    0.0%    0.0%  JS: *get commandName /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find.js:25:20
     23    0.0%    0.0%  JS: *_init /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3255:17
     23    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4544:63
     22    0.0%    0.0%  JS: *removeActiveCursor /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:26:28
     22    0.0%    0.0%  JS: *modifiedPaths /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/common.js:72:23
     22    0.0%    0.0%  JS: *get node:internal/util:661:17
     22    0.0%    0.0%  JS: *OpMsgResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/commands.js:432:16
     22    0.0%    0.0%  JS: *<anonymous> node:internal/validators:459:42
     22    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4525:45
     22    0.0%    0.0%  Builtin: PromiseGetCapabilitiesExecutor
     22    0.0%    0.0%  Builtin: CreateIterResultObject
     22    0.0%    0.0%  Builtin: ArrayConstructor
     21    0.0%    0.0%  JS: *VirtualType.applyGetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/virtualType.js:143:46
     21    0.0%    0.0%  Builtin: ToBoolean
     21    0.0%    0.0%  Builtin: NewStrictArgumentsElements
     20    0.0%    0.0%  JS: *selectPopulatedFields /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/query/selectPopulatedFields.js:10:48
     20    0.0%    0.0%  JS: *read file:///home/adrian/Brokeify/server/db/controllers/InvestmentController.js:57:15
     20    0.0%    0.0%  JS: *parseToElementsToArray /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:32:32
     20    0.0%    0.0%  JS: *knownFilter /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server_selection.js:181:21
     20    0.0%    0.0%  JS: *getEmbeddedDiscriminatorPath /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/query/getEmbeddedDiscriminatorPath.js:19:55
     20    0.0%    0.0%  JS: *MongooseArray /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/index.js:33:23
     20    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3483:22
     20    0.0%    0.0%  Builtin: CEntry_Return1_ArgvOnStack_BuiltinExit
     20    0.0%    0.0%  Builtin: BaselineLeaveFrame
     19    0.0%    0.0%  JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:798:31
     19    0.0%    0.0%  JS: *once node:events:652:44
     19    0.0%    0.0%  JS: *handleWriteReq node:internal/stream_base_commons:46:24
     19    0.0%    0.0%  JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:123:33
     19    0.0%    0.0%  JS: *FindOneAndUpdateOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find_and_modify.js:122:16
     19    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:147:26
     19    0.0%    0.0%  Builtin: WeakSetConstructor
     19    0.0%    0.0%  Builtin: ToNumberConvertBigInt
     19    0.0%    0.0%  Builtin: ToName
     19    0.0%    0.0%  Builtin: ToLength
     19    0.0%    0.0%  Builtin: PromiseCapabilityDefaultResolve
     19    0.0%    0.0%  Builtin: LoadICBaseline
     19    0.0%    0.0%  Builtin: AsyncGeneratorResolve
     18    0.0%    0.0%  JS: *processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:573:39
     18    0.0%    0.0%  JS: *isRegExp /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:17:18
     18    0.0%    0.0%  JS: *exports.getValue /home/adrian/Brokeify/server/node_modules/mongoose/lib/utils.js:623:28
     18    0.0%    0.0%  Builtin: DateConstructor
     17    0.0%    0.0%  JS: *isDate /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:26:16
     17    0.0%    0.0%  JS: *checkListener node:events:275:23
     17    0.0%    0.0%  JS: *_applyTranslateAliases /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2767:73
     17    0.0%    0.0%  JS: *Document.markModified /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:2015:43
     17    0.0%    0.0%  Builtin: ForInFilter
     17    0.0%    0.0%  Builtin: ArrayPrototypeValues
     17    0.0%    0.0%  Builtin: ArrayIndexOfSmi
     16    0.0%    0.0%  JS: *validateHexString /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:2539:29
     16    0.0%    0.0%  JS: *subarray node:buffer:1169:46
     16    0.0%    0.0%  JS: *remove node:internal/linkedlist:16:16
     16    0.0%    0.0%  JS: *hrtime node:internal/process/per_thread:71:16
     16    0.0%    0.0%  Builtin: RegExpSplit
     16    0.0%    0.0%  Builtin: RegExpReplace
     16    0.0%    0.0%  Builtin: ObjectAssign
     15    0.0%    0.0%  JS: *slice node:buffer:635:12
     15    0.0%    0.0%  JS: *readInt32LE node:internal/buffer:387:21
     15    0.0%    0.0%  JS: *ondata node:internal/streams/readable:1007:18
     15    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:25:74
     15    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1375:25
     15    0.0%    0.0%  Builtin: ExtractFastJSArray
     14    0.0%    0.0%  JS: *validate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3938:51
     14    0.0%    0.0%  JS: *toObject /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:142:13
     14    0.0%    0.0%  JS: *read file:///home/adrian/Brokeify/server/db/controllers/EventController.js:76:15
     14    0.0%    0.0%  JS: *fromHex /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:270:12
     14    0.0%    0.0%  JS: *exports.isMongooseArray /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/isMongooseArray.js:3:35
     14    0.0%    0.0%  Builtin: JSEntryTrampoline
     14    0.0%    0.0%  Builtin: DefineNamedOwnIC
     14    0.0%    0.0%  Builtin: Call_ReceiverIsNotNullOrUndefined_Baseline_Compact
     14    0.0%    0.0%  Builtin: ArrayPrototypeConcat
     13    0.0%    0.0%  JS: *startSession /home/adrian/Brokeify/server/node_modules/mongodb/lib/mongo_client.js:370:17
     13    0.0%    0.0%  JS: *get length /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:181:15
     13    0.0%    0.0%  JS: *SchemaType.doValidate /home/adrian/Brokeify/server/node_modules/mongoose/lib/schemaType.js:1319:43
     13    0.0%    0.0%  JS: *SchemaDocumentArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:402:46
     13    0.0%    0.0%  Builtin: ErrorConstructor
     13    0.0%    0.0%  Builtin: CallForwardVarargs
     13    0.0%    0.0%  Builtin: ArrayPrototypeSlice
     13    0.0%    0.0%  Builtin: Add_Baseline
     12    0.0%    0.0%  JS: ^markArraySubdocsPopulated /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/populate/markArraySubdocsPopulated.js:19:52
     12    0.0%    0.0%  JS: *update file:///home/adrian/Brokeify/server/db/controllers/InvestmentController.js:77:17
     12    0.0%    0.0%  JS: *set /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:204:20
     12    0.0%    0.0%  JS: *get /home/adrian/Brokeify/server/node_modules/mongodb/lib/bson.js:21:81
     12    0.0%    0.0%  JS: *cloneArray /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/clone.js:177:20
     12    0.0%    0.0%  JS: *SchemaArray._applySetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/array.js:305:47
     12    0.0%    0.0%  Builtin: WeakCollectionSet
     12    0.0%    0.0%  Builtin: ArrayIncludesSmi
     11    0.0%    0.0%  RegExp: \.\d+(\.|$)
     11    0.0%    0.0%  JS: *maybeReadMore_ node:internal/streams/readable:864:24
     11    0.0%    0.0%  JS: *get options /home/adrian/Brokeify/server/node_modules/mongodb/lib/mongo_client.js:69:24
     11    0.0%    0.0%  JS: *defaultFn /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/array.js:119:31
     11    0.0%    0.0%  JS: *CursorResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:155:16
     11    0.0%    0.0%  JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3484:53
     11    0.0%    0.0%  Builtin: ResumeGeneratorBaseline
     11    0.0%    0.0%  Builtin: LessThanOrEqual
     11    0.0%    0.0%  Builtin: HandleApiConstruct
     11    0.0%    0.0%  Builtin: CallSitePrototypeToString
     10    0.0%    0.0%  RegExp: \.\$(\[[^\]]*\])?(?=\.)
     10    0.0%    0.0%  JS: *calculateTaxes file:///home/adrian/Brokeify/server/computation/simulator.js:325:24
     10    0.0%    0.0%  JS: *Query._mergeUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3844:40
     10    0.0%    0.0%  JS: *$__toObjectShallow /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3913:68
      9    0.0%    0.0%  JS: ^_castArrayFilters /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/update/castArrayFilters.js:31:27
      9    0.0%    0.0%  JS: *get commandName /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find_and_modify.js:61:20
      9    0.0%    0.0%  JS: *fromList node:internal/streams/readable:1582:18
      9    0.0%    0.0%  JS: *exports.isNativeObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/utils.js:400:34
      9    0.0%    0.0%  JS: *NumberUtils.setFloat64LE /home/adrian/Brokeify/server/node_modules/bson/lib/bson.cjs:573:11
      9    0.0%    0.0%  JS: *Document.$markValid /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:3363:41
      9    0.0%    0.0%  Builtin: ToBigIntConvertNumber
      9    0.0%    0.0%  Builtin: HandleApiCallOrConstruct
      9    0.0%    0.0%  Builtin: AsyncGeneratorReturnResolveClosure
      9    0.0%    0.0%  Builtin: ArrayNoArgumentConstructor_PackedSmi_DisableAllocationSites
      8    0.0%    0.0%  RegExp: \.\$(\[[^\]]*\])?$
      8    0.0%    0.0%  JS: *flatten /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/common.js:20:17
      8    0.0%    0.0%  JS: *createPool node:buffer:154:20
      8    0.0%    0.0%  JS: *applyVirtuals /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4084:23
      8    0.0%    0.0%  Builtin: RegExpExecAtom
      8    0.0%    0.0%  Builtin: MapIteratorPrototypeNext
      8    0.0%    0.0%  Builtin: LoadIC_NoFeedback
      8    0.0%    0.0%  Builtin: InstanceOf_Baseline
      8    0.0%    0.0%  Builtin: FastNewFunctionContextFunction
      8    0.0%    0.0%  Builtin: ArrayFilter
      8    0.0%    0.0%  Builtin: ArrayConcat
      7    0.0%    0.0%  JS: *update file:///home/adrian/Brokeify/server/db/controllers/EventController.js:94:17
      7    0.0%    0.0%  JS: *get file:///home/adrian/Brokeify/server/db/models/Investment.js:32:48
      7    0.0%    0.0%  JS: *formatRaw node:internal/util/inspect:844:19
      7    0.0%    0.0%  JS: *Subdocument.$markValid /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:210:44
      7    0.0%    0.0%  JS: *Query.canMerge /home/adrian/Brokeify/server/node_modules/mquery/lib/mquery.js:2677:26
      7    0.0%    0.0%  JS: *Query._validate /home/adrian/Brokeify/server/node_modules/mquery/lib/mquery.js:2650:37
      7    0.0%    0.0%  JS: *<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:110:33
      7    0.0%    0.0%  Builtin: StringToLowerCaseIntl
      7    0.0%    0.0%  Builtin: StringPrototypeReplace
      7    0.0%    0.0%  Builtin: RegExpPrototypeExec
      7    0.0%    0.0%  Builtin: Multiply_Baseline
      7    0.0%    0.0%  Builtin: GreaterThanOrEqual
      7    0.0%    0.0%  Builtin: FastNewClosure
      7    0.0%    0.0%  Builtin: Call_ReceiverIsNullOrUndefined_Baseline_Compact
      6    0.0%    0.0%  RegExp: \.\d+
      6    0.0%    0.0%  JS: ^Schema.path /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema.js:1046:33
      6    0.0%    0.0%  JS: *formatValue node:internal/util/inspect:766:21
      6    0.0%    0.0%  JS: *adjustOffset node:buffer:1152:22
      6    0.0%    0.0%  JS: *Schema.pathType /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema.js:1696:37
      6    0.0%    0.0%  JS: *MongoDBResponse /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/responses.js:42:1
      6    0.0%    0.0%  JS: *EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
      6    0.0%    0.0%  Builtin: Decrement_Baseline
      6    0.0%    0.0%  Builtin: ArrayConstructorImpl
      5    0.0%    0.0%  JS: ^sendWire /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:225:20
